chain,number_of_1s_baselog10
23649,1.0
23650,0.7782
23651,0.8451
23652,0.8451
23653,0.9031
23654,0.8451
23655,0.9031
23656,0.9031
23657,0.9542
23658,0.8451
23659,0.9031
23660,0.9031
23661,0.9542
23662,0.9031
23663,0.9542
23664,0.9542
23665,1.0
23666,0.8451
23667,0.9031
23668,0.9031
23669,0.9542
23670,0.9031
23671,0.9542
23672,0.9542
23673,1.0
23674,0.9031
23675,0.9542
23676,0.9542
23677,1.0
23678,0.9542
23679,1.0
23680,1.0
23681,1.0414
23682,0.699
23683,0.7782
23684,0.7782
23685,0.8451
23686,0.7782
23687,0.8451
23688,0.8451
23689,0.9031
23690,0.7782
23691,0.8451
23692,0.8451
23693,0.9031
23694,0.8451
23695,0.9031
23696,0.9031
23697,0.9542
23698,0.7782
23699,0.8451
23700,0.8451
23701,0.9031
23702,0.8451
23703,0.9031
23704,0.9031
23705,0.9542
23706,0.8451
23707,0.9031
23708,0.9031
23709,0.9542
23710,0.9031
23711,0.9542
23712,0.9542
23713,1.0
23714,0.7782
23715,0.8451
23716,0.8451
23717,0.9031
23718,0.8451
23719,0.9031
23720,0.9031
23721,0.9542
23722,0.8451
23723,0.9031
23724,0.9031
23725,0.9542
23726,0.9031
23727,0.9542
23728,0.9542
23729,1.0
23730,0.8451
23731,0.9031
23732,0.9031
23733,0.9542
23734,0.9031
23735,0.9542
23736,0.9542
23737,1.0
23738,0.9031
23739,0.9542
23740,0.9542
23741,1.0
23742,0.9542
23743,1.0
23744,1.0
23745,1.0414
23746,0.7782
23747,0.8451
23748,0.8451
23749,0.9031
23750,0.8451
23751,0.9031
23752,0.9031
23753,0.9542
23754,0.8451
23755,0.9031
23756,0.9031
23757,0.9542
23758,0.9031
23759,0.9542
23760,0.9542
23761,1.0
23762,0.8451
23763,0.9031
23764,0.9031
23765,0.9542
23766,0.9031
23767,0.9542
23768,0.9542
23769,1.0
23770,0.9031
23771,0.9542
23772,0.9542
23773,1.0
23774,0.9542
23775,1.0
23776,1.0
23777,1.0414
23778,0.8451
23779,0.9031
23780,0.9031
23781,0.9542
23782,0.9031
23783,0.9542
23784,0.9542
23785,1.0
23786,0.9031
23787,0.9542
23788,0.9542
23789,1.0
23790,0.9542
23791,1.0
23792,1.0
23793,1.0414
23794,0.9031
23795,0.9542
23796,0.9542
23797,1.0
23798,0.9542
23799,1.0
23800,1.0
23801,1.0414
23802,0.9542
23803,1.0
23804,1.0
23805,1.0414
23806,1.0
23807,1.0414
23808,1.0414
23809,1.0792
23810,0.699
23811,0.7782
23812,0.7782
23813,0.8451
23814,0.7782
23815,0.8451
23816,0.8451
23817,0.9031
23818,0.7782
23819,0.8451
23820,0.8451
23821,0.9031
23822,0.8451
23823,0.9031
23824,0.9031
23825,0.9542
23826,0.7782
23827,0.8451
23828,0.8451
23829,0.9031
23830,0.8451
23831,0.9031
23832,0.9031
23833,0.9542
23834,0.8451
23835,0.9031
23836,0.9031
23837,0.9542
23838,0.9031
23839,0.9542
23840,0.9542
23841,1.0
23842,0.7782
23843,0.8451
23844,0.8451
23845,0.9031
23846,0.8451
23847,0.9031
23848,0.9031
23849,0.9542
23850,0.8451
23851,0.9031
23852,0.9031
23853,0.9542
23854,0.9031
23855,0.9542
23856,0.9542
23857,1.0
23858,0.8451
23859,0.9031
23860,0.9031
23861,0.9542
23862,0.9031
23863,0.9542
23864,0.9542
23865,1.0
23866,0.9031
23867,0.9542
23868,0.9542
23869,1.0
23870,0.9542
23871,1.0
23872,1.0
23873,1.0414
23874,0.7782
23875,0.8451
23876,0.8451
23877,0.9031
23878,0.8451
23879,0.9031
23880,0.9031
23881,0.9542
23882,0.8451
23883,0.9031
23884,0.9031
23885,0.9542
23886,0.9031
23887,0.9542
23888,0.9542
23889,1.0
23890,0.8451
23891,0.9031
23892,0.9031
23893,0.9542
23894,0.9031
23895,0.9542
23896,0.9542
23897,1.0
23898,0.9031
23899,0.9542
23900,0.9542
23901,1.0
23902,0.9542
23903,1.0
23904,1.0
23905,1.0414
23906,0.8451
23907,0.9031
23908,0.9031
23909,0.9542
23910,0.9031
23911,0.9542
23912,0.9542
23913,1.0
23914,0.9031
23915,0.9542
23916,0.9542
23917,1.0
23918,0.9542
23919,1.0
23920,1.0
23921,1.0414
23922,0.9031
23923,0.9542
23924,0.9542
23925,1.0
23926,0.9542
23927,1.0
23928,1.0
23929,1.0414
23930,0.9542
23931,1.0
23932,1.0
23933,1.0414
23934,1.0
23935,1.0414
23936,1.0414
23937,1.0792
23938,0.7782
23939,0.8451
23940,0.8451
23941,0.9031
23942,0.8451
23943,0.9031
23944,0.9031
23945,0.9542
23946,0.8451
23947,0.9031
23948,0.9031
23949,0.9542
23950,0.9031
23951,0.9542
23952,0.9542
23953,1.0
23954,0.8451
23955,0.9031
23956,0.9031
23957,0.9542
23958,0.9031
23959,0.9542
23960,0.9542
23961,1.0
23962,0.9031
23963,0.9542
23964,0.9542
23965,1.0
23966,0.9542
23967,1.0
23968,1.0
23969,1.0414
23970,0.8451
23971,0.9031
23972,0.9031
23973,0.9542
23974,0.9031
23975,0.9542
23976,0.9542
23977,1.0
23978,0.9031
23979,0.9542
23980,0.9542
23981,1.0
23982,0.9542
23983,1.0
23984,1.0
23985,1.0414
23986,0.9031
23987,0.9542
23988,0.9542
23989,1.0
23990,0.9542
23991,1.0
23992,1.0
23993,1.0414
23994,0.9542
23995,1.0
23996,1.0
23997,1.0414
23998,1.0
23999,1.0414
24000,1.0414
24001,1.0792
24002,0.8451
24003,0.9031
24004,0.9031
24005,0.9542
24006,0.9031
24007,0.9542
24008,0.9542
24009,1.0
24010,0.9031
24011,0.9542
24012,0.9542
24013,1.0
24014,0.9542
24015,1.0
24016,1.0
24017,1.0414
24018,0.9031
24019,0.9542
24020,0.9542
24021,1.0
24022,0.9542
24023,1.0
24024,1.0
24025,1.0414
24026,0.9542
24027,1.0
24028,1.0
24029,1.0414
24030,1.0
24031,1.0414
24032,1.0414
24033,1.0792
24034,0.9031
24035,0.9542
24036,0.9542
24037,1.0
24038,0.9542
24039,1.0
24040,1.0
24041,1.0414
24042,0.9542
24043,1.0
24044,1.0
24045,1.0414
24046,1.0
24047,1.0414
24048,1.0414
24049,1.0792
24050,0.9542
24051,1.0
24052,1.0
24053,1.0414
24054,1.0
24055,1.0414
24056,1.0414
24057,1.0792
24058,1.0
24059,1.0414
24060,1.0414
24061,1.0792
24062,1.0414
24063,1.0792
24064,1.0792
24065,1.1139
24066,0.699
24067,0.7782
24068,0.7782
24069,0.8451
24070,0.7782
24071,0.8451
24072,0.8451
24073,0.9031
24074,0.7782
24075,0.8451
24076,0.8451
24077,0.9031
24078,0.8451
24079,0.9031
24080,0.9031
24081,0.9542
24082,0.7782
24083,0.8451
24084,0.8451
24085,0.9031
24086,0.8451
24087,0.9031
24088,0.9031
24089,0.9542
24090,0.8451
24091,0.9031
24092,0.9031
24093,0.9542
24094,0.9031
24095,0.9542
24096,0.9542
24097,1.0
24098,0.7782
24099,0.8451
24100,0.8451
24101,0.9031
24102,0.8451
24103,0.9031
24104,0.9031
24105,0.9542
24106,0.8451
24107,0.9031
24108,0.9031
24109,0.9542
24110,0.9031
24111,0.9542
24112,0.9542
24113,1.0
24114,0.8451
24115,0.9031
24116,0.9031
24117,0.9542
24118,0.9031
24119,0.9542
24120,0.9542
24121,1.0
24122,0.9031
24123,0.9542
24124,0.9542
24125,1.0
24126,0.9542
24127,1.0
24128,1.0
24129,1.0414
24130,0.7782
24131,0.8451
24132,0.8451
24133,0.9031
24134,0.8451
24135,0.9031
24136,0.9031
24137,0.9542
24138,0.8451
24139,0.9031
24140,0.9031
24141,0.9542
24142,0.9031
24143,0.9542
24144,0.9542
24145,1.0
24146,0.8451
24147,0.9031
24148,0.9031
24149,0.9542
24150,0.9031
24151,0.9542
24152,0.9542
24153,1.0
24154,0.9031
24155,0.9542
24156,0.9542
24157,1.0
24158,0.9542
24159,1.0
24160,1.0
24161,1.0414
24162,0.8451
24163,0.9031
24164,0.9031
24165,0.9542
24166,0.9031
24167,0.9542
24168,0.9542
24169,1.0
24170,0.9031
24171,0.9542
24172,0.9542
24173,1.0
24174,0.9542
24175,1.0
24176,1.0
24177,1.0414
24178,0.9031
24179,0.9542
24180,0.9542
24181,1.0
24182,0.9542
24183,1.0
24184,1.0
24185,1.0414
24186,0.9542
24187,1.0
24188,1.0
24189,1.0414
24190,1.0
24191,1.0414
24192,1.0414
24193,1.0792
24194,0.7782
24195,0.8451
24196,0.8451
24197,0.9031
24198,0.8451
24199,0.9031
24200,0.9031
24201,0.9542
24202,0.8451
24203,0.9031
24204,0.9031
24205,0.9542
24206,0.9031
24207,0.9542
24208,0.9542
24209,1.0
24210,0.8451
24211,0.9031
24212,0.9031
24213,0.9542
24214,0.9031
24215,0.9542
24216,0.9542
24217,1.0
24218,0.9031
24219,0.9542
24220,0.9542
24221,1.0
24222,0.9542
24223,1.0
24224,1.0
24225,1.0414
24226,0.8451
24227,0.9031
24228,0.9031
24229,0.9542
24230,0.9031
24231,0.9542
24232,0.9542
24233,1.0
24234,0.9031
24235,0.9542
24236,0.9542
24237,1.0
24238,0.9542
24239,1.0
24240,1.0
24241,1.0414
24242,0.9031
24243,0.9542
24244,0.9542
24245,1.0
24246,0.9542
24247,1.0
24248,1.0
24249,1.0414
24250,0.9542
24251,1.0
24252,1.0
24253,1.0414
24254,1.0
24255,1.0414
24256,1.0414
24257,1.0792
24258,0.8451
24259,0.9031
24260,0.9031
24261,0.9542
24262,0.9031
24263,0.9542
24264,0.9542
24265,1.0
24266,0.9031
24267,0.9542
24268,0.9542
24269,1.0
24270,0.9542
24271,1.0
24272,1.0
24273,1.0414
24274,0.9031
24275,0.9542
24276,0.9542
24277,1.0
24278,0.9542
24279,1.0
24280,1.0
24281,1.0414
24282,0.9542
24283,1.0
24284,1.0
24285,1.0414
24286,1.0
24287,1.0414
24288,1.0414
24289,1.0792
24290,0.9031
24291,0.9542
24292,0.9542
24293,1.0
24294,0.9542
24295,1.0
24296,1.0
24297,1.0414
24298,0.9542
24299,1.0
24300,1.0
24301,1.0414
24302,1.0
24303,1.0414
24304,1.0414
24305,1.0792
24306,0.9542
24307,1.0
24308,1.0
24309,1.0414
24310,1.0
24311,1.0414
24312,1.0414
24313,1.0792
24314,1.0
24315,1.0414
24316,1.0414
24317,1.0792
24318,1.0414
24319,1.0792
24320,1.0792
24321,1.1139
24322,0.7782
24323,0.8451
24324,0.8451
24325,0.9031
24326,0.8451
24327,0.9031
24328,0.9031
24329,0.9542
24330,0.8451
24331,0.9031
24332,0.9031
24333,0.9542
24334,0.9031
24335,0.9542
24336,0.9542
24337,1.0
24338,0.8451
24339,0.9031
24340,0.9031
24341,0.9542
24342,0.9031
24343,0.9542
24344,0.9542
24345,1.0
24346,0.9031
24347,0.9542
24348,0.9542
24349,1.0
24350,0.9542
24351,1.0
24352,1.0
24353,1.0414
24354,0.8451
24355,0.9031
24356,0.9031
24357,0.9542
24358,0.9031
24359,0.9542
24360,0.9542
24361,1.0
24362,0.9031
24363,0.9542
24364,0.9542
24365,1.0
24366,0.9542
24367,1.0
24368,1.0
24369,1.0414
24370,0.9031
24371,0.9542
24372,0.9542
24373,1.0
24374,0.9542
24375,1.0
24376,1.0
24377,1.0414
24378,0.9542
24379,1.0
24380,1.0
24381,1.0414
24382,1.0
24383,1.0414
24384,1.0414
24385,1.0792
24386,0.8451
24387,0.9031
24388,0.9031
24389,0.9542
24390,0.9031
24391,0.9542
24392,0.9542
24393,1.0
24394,0.9031
24395,0.9542
24396,0.9542
24397,1.0
24398,0.9542
24399,1.0
24400,1.0
24401,1.0414
24402,0.9031
24403,0.9542
24404,0.9542
24405,1.0
24406,0.9542
24407,1.0
24408,1.0
24409,1.0414
24410,0.9542
24411,1.0
24412,1.0
24413,1.0414
24414,1.0
24415,1.0414
24416,1.0414
24417,1.0792
24418,0.9031
24419,0.9542
24420,0.9542
24421,1.0
24422,0.9542
24423,1.0
24424,1.0
24425,1.0414
24426,0.9542
24427,1.0
24428,1.0
24429,1.0414
24430,1.0
24431,1.0414
24432,1.0414
24433,1.0792
24434,0.9542
24435,1.0
24436,1.0
24437,1.0414
24438,1.0
24439,1.0414
24440,1.0414
24441,1.0792
24442,1.0
24443,1.0414
24444,1.0414
24445,1.0792
24446,1.0414
24447,1.0792
24448,1.0792
24449,1.1139
24450,0.8451
24451,0.9031
24452,0.9031
24453,0.9542
24454,0.9031
24455,0.9542
24456,0.9542
24457,1.0
24458,0.9031
24459,0.9542
24460,0.9542
24461,1.0
24462,0.9542
24463,1.0
24464,1.0
24465,1.0414
24466,0.9031
24467,0.9542
24468,0.9542
24469,1.0
24470,0.9542
24471,1.0
24472,1.0
24473,1.0414
24474,0.9542
24475,1.0
24476,1.0
24477,1.0414
24478,1.0
24479,1.0414
24480,1.0414
24481,1.0792
24482,0.9031
24483,0.9542
24484,0.9542
24485,1.0
24486,0.9542
24487,1.0
24488,1.0
24489,1.0414
24490,0.9542
24491,1.0
24492,1.0
24493,1.0414
24494,1.0
24495,1.0414
24496,1.0414
24497,1.0792
24498,0.9542
24499,1.0
24500,1.0
24501,1.0414
24502,1.0
24503,1.0414
24504,1.0414
24505,1.0792
24506,1.0
24507,1.0414
24508,1.0414
24509,1.0792
24510,1.0414
24511,1.0792
24512,1.0792
24513,1.1139
24514,0.9031
24515,0.9542
24516,0.9542
24517,1.0
24518,0.9542
24519,1.0
24520,1.0
24521,1.0414
24522,0.9542
24523,1.0
24524,1.0
24525,1.0414
24526,1.0
24527,1.0414
24528,1.0414
24529,1.0792
24530,0.9542
24531,1.0
24532,1.0
24533,1.0414
24534,1.0
24535,1.0414
24536,1.0414
24537,1.0792
24538,1.0
24539,1.0414
24540,1.0414
24541,1.0792
24542,1.0414
24543,1.0792
24544,1.0792
24545,1.1139
24546,0.9542
24547,1.0
24548,1.0
24549,1.0414
24550,1.0
24551,1.0414
24552,1.0414
24553,1.0792
24554,1.0
24555,1.0414
24556,1.0414
24557,1.0792
24558,1.0414
24559,1.0792
24560,1.0792
24561,1.1139
24562,1.0
24563,1.0414
24564,1.0414
24565,1.0792
24566,1.0414
24567,1.0792
24568,1.0792
24569,1.1139
24570,1.0414
24571,1.0792
24572,1.0792
24573,1.1139
24574,1.0792
24575,1.1139
24576,1.1139
24577,1.1461
24578,0.301
24579,0.4771
24580,0.4771
24581,0.6021
24582,0.4771
24583,0.6021
24584,0.6021
24585,0.699
24586,0.4771
24587,0.6021
24588,0.6021
24589,0.699
24590,0.6021
24591,0.699
24592,0.699
24593,0.7782
24594,0.4771
24595,0.6021
24596,0.6021
24597,0.699
24598,0.6021
24599,0.699
24600,0.699
24601,0.7782
24602,0.6021
24603,0.699
24604,0.699
24605,0.7782
24606,0.699
24607,0.7782
24608,0.7782
24609,0.8451
24610,0.4771
24611,0.6021
24612,0.6021
24613,0.699
24614,0.6021
24615,0.699
24616,0.699
24617,0.7782
24618,0.6021
24619,0.699
24620,0.699
24621,0.7782
24622,0.699
24623,0.7782
24624,0.7782
24625,0.8451
24626,0.6021
24627,0.699
24628,0.699
24629,0.7782
24630,0.699
24631,0.7782
24632,0.7782
24633,0.8451
24634,0.699
24635,0.7782
24636,0.7782
24637,0.8451
24638,0.7782
24639,0.8451
24640,0.8451
24641,0.9031
24642,0.4771
24643,0.6021
24644,0.6021
24645,0.699
24646,0.6021
24647,0.699
24648,0.699
24649,0.7782
24650,0.6021
24651,0.699
24652,0.699
24653,0.7782
24654,0.699
24655,0.7782
24656,0.7782
24657,0.8451
24658,0.6021
24659,0.699
24660,0.699
24661,0.7782
24662,0.699
24663,0.7782
24664,0.7782
24665,0.8451
24666,0.699
24667,0.7782
24668,0.7782
24669,0.8451
24670,0.7782
24671,0.8451
24672,0.8451
24673,0.9031
24674,0.6021
24675,0.699
24676,0.699
24677,0.7782
24678,0.699
24679,0.7782
24680,0.7782
24681,0.8451
24682,0.699
24683,0.7782
24684,0.7782
24685,0.8451
24686,0.7782
24687,0.8451
24688,0.8451
24689,0.9031
24690,0.699
24691,0.7782
24692,0.7782
24693,0.8451
24694,0.7782
24695,0.8451
24696,0.8451
24697,0.9031
24698,0.7782
24699,0.8451
24700,0.8451
24701,0.9031
24702,0.8451
24703,0.9031
24704,0.9031
24705,0.9542
24706,0.4771
24707,0.6021
24708,0.6021
24709,0.699
24710,0.6021
24711,0.699
24712,0.699
24713,0.7782
24714,0.6021
24715,0.699
24716,0.699
24717,0.7782
24718,0.699
24719,0.7782
24720,0.7782
24721,0.8451
24722,0.6021
24723,0.699
24724,0.699
24725,0.7782
24726,0.699
24727,0.7782
24728,0.7782
24729,0.8451
24730,0.699
24731,0.7782
24732,0.7782
24733,0.8451
24734,0.7782
24735,0.8451
24736,0.8451
24737,0.9031
24738,0.6021
24739,0.699
24740,0.699
24741,0.7782
24742,0.699
24743,0.7782
24744,0.7782
24745,0.8451
24746,0.699
24747,0.7782
24748,0.7782
24749,0.8451
24750,0.7782
24751,0.8451
24752,0.8451
24753,0.9031
24754,0.699
24755,0.7782
24756,0.7782
24757,0.8451
24758,0.7782
24759,0.8451
24760,0.8451
24761,0.9031
24762,0.7782
24763,0.8451
24764,0.8451
24765,0.9031
24766,0.8451
24767,0.9031
24768,0.9031
24769,0.9542
24770,0.6021
24771,0.699
24772,0.699
24773,0.7782
24774,0.699
24775,0.7782
24776,0.7782
24777,0.8451
24778,0.699
24779,0.7782
24780,0.7782
24781,0.8451
24782,0.7782
24783,0.8451
24784,0.8451
24785,0.9031
24786,0.699
24787,0.7782
24788,0.7782
24789,0.8451
24790,0.7782
24791,0.8451
24792,0.8451
24793,0.9031
24794,0.7782
24795,0.8451
24796,0.8451
24797,0.9031
24798,0.8451
24799,0.9031
24800,0.9031
24801,0.9542
24802,0.699
24803,0.7782
24804,0.7782
24805,0.8451
24806,0.7782
24807,0.8451
24808,0.8451
24809,0.9031
24810,0.7782
24811,0.8451
24812,0.8451
24813,0.9031
24814,0.8451
24815,0.9031
24816,0.9031
24817,0.9542
24818,0.7782
24819,0.8451
24820,0.8451
24821,0.9031
24822,0.8451
24823,0.9031
24824,0.9031
24825,0.9542
24826,0.8451
24827,0.9031
24828,0.9031
24829,0.9542
24830,0.9031
24831,0.9542
24832,0.9542
24833,1.0
24834,0.4771
24835,0.6021
24836,0.6021
24837,0.699
24838,0.6021
24839,0.699
24840,0.699
24841,0.7782
24842,0.6021
24843,0.699
24844,0.699
24845,0.7782
24846,0.699
24847,0.7782
24848,0.7782
24849,0.8451
24850,0.6021
24851,0.699
24852,0.699
24853,0.7782
24854,0.699
24855,0.7782
24856,0.7782
24857,0.8451
24858,0.699
24859,0.7782
24860,0.7782
24861,0.8451
24862,0.7782
24863,0.8451
24864,0.8451
24865,0.9031
24866,0.6021
24867,0.699
24868,0.699
24869,0.7782
24870,0.699
24871,0.7782
24872,0.7782
24873,0.8451
24874,0.699
24875,0.7782
24876,0.7782
24877,0.8451
24878,0.7782
24879,0.8451
24880,0.8451
24881,0.9031
24882,0.699
24883,0.7782
24884,0.7782
24885,0.8451
24886,0.7782
24887,0.8451
24888,0.8451
24889,0.9031
24890,0.7782
24891,0.8451
24892,0.8451
24893,0.9031
24894,0.8451
24895,0.9031
24896,0.9031
24897,0.9542
24898,0.6021
24899,0.699
24900,0.699
24901,0.7782
24902,0.699
24903,0.7782
24904,0.7782
24905,0.8451
24906,0.699
24907,0.7782
24908,0.7782
24909,0.8451
24910,0.7782
24911,0.8451
24912,0.8451
24913,0.9031
24914,0.699
24915,0.7782
24916,0.7782
24917,0.8451
24918,0.7782
24919,0.8451
24920,0.8451
24921,0.9031
24922,0.7782
24923,0.8451
24924,0.8451
24925,0.9031
24926,0.8451
24927,0.9031
24928,0.9031
24929,0.9542
24930,0.699
24931,0.7782
24932,0.7782
24933,0.8451
24934,0.7782
24935,0.8451
24936,0.8451
24937,0.9031
24938,0.7782
24939,0.8451
24940,0.8451
24941,0.9031
24942,0.8451
24943,0.9031
24944,0.9031
24945,0.9542
24946,0.7782
24947,0.8451
24948,0.8451
24949,0.9031
24950,0.8451
24951,0.9031
24952,0.9031
24953,0.9542
24954,0.8451
24955,0.9031
24956,0.9031
24957,0.9542
24958,0.9031
24959,0.9542
24960,0.9542
24961,1.0
24962,0.6021
24963,0.699
24964,0.699
24965,0.7782
24966,0.699
24967,0.7782
24968,0.7782
24969,0.8451
24970,0.699
24971,0.7782
24972,0.7782
24973,0.8451
24974,0.7782
24975,0.8451
24976,0.8451
24977,0.9031
24978,0.699
24979,0.7782
24980,0.7782
24981,0.8451
24982,0.7782
24983,0.8451
24984,0.8451
24985,0.9031
24986,0.7782
24987,0.8451
24988,0.8451
24989,0.9031
24990,0.8451
24991,0.9031
24992,0.9031
24993,0.9542
24994,0.699
24995,0.7782
24996,0.7782
24997,0.8451
24998,0.7782
24999,0.8451
25000,0.8451
25001,0.9031
25002,0.7782
25003,0.8451
25004,0.8451
25005,0.9031
25006,0.8451
25007,0.9031
25008,0.9031
25009,0.9542
25010,0.7782
25011,0.8451
25012,0.8451
25013,0.9031
25014,0.8451
25015,0.9031
25016,0.9031
25017,0.9542
25018,0.8451
25019,0.9031
25020,0.9031
25021,0.9542
25022,0.9031
25023,0.9542
25024,0.9542
25025,1.0
25026,0.699
25027,0.7782
25028,0.7782
25029,0.8451
25030,0.7782
25031,0.8451
25032,0.8451
25033,0.9031
25034,0.7782
25035,0.8451
25036,0.8451
25037,0.9031
25038,0.8451
25039,0.9031
25040,0.9031
25041,0.9542
25042,0.7782
25043,0.8451
25044,0.8451
25045,0.9031
25046,0.8451
25047,0.9031
25048,0.9031
25049,0.9542
25050,0.8451
25051,0.9031
25052,0.9031
25053,0.9542
25054,0.9031
25055,0.9542
25056,0.9542
25057,1.0
25058,0.7782
25059,0.8451
25060,0.8451
25061,0.9031
25062,0.8451
25063,0.9031
25064,0.9031
25065,0.9542
25066,0.8451
25067,0.9031
25068,0.9031
25069,0.9542
25070,0.9031
25071,0.9542
25072,0.9542
25073,1.0
25074,0.8451
25075,0.9031
25076,0.9031
25077,0.9542
25078,0.9031
25079,0.9542
25080,0.9542
25081,1.0
25082,0.9031
25083,0.9542
25084,0.9542
25085,1.0
25086,0.9542
25087,1.0
25088,1.0
25089,1.0414
25090,0.4771
25091,0.6021
25092,0.6021
25093,0.699
25094,0.6021
25095,0.699
25096,0.699
25097,0.7782
25098,0.6021
25099,0.699
25100,0.699
25101,0.7782
25102,0.699
25103,0.7782
25104,0.7782
25105,0.8451
25106,0.6021
25107,0.699
25108,0.699
25109,0.7782
25110,0.699
25111,0.7782
25112,0.7782
25113,0.8451
25114,0.699
25115,0.7782
25116,0.7782
25117,0.8451
25118,0.7782
25119,0.8451
25120,0.8451
25121,0.9031
25122,0.6021
25123,0.699
25124,0.699
25125,0.7782
25126,0.699
25127,0.7782
25128,0.7782
25129,0.8451
25130,0.699
25131,0.7782
25132,0.7782
25133,0.8451
25134,0.7782
25135,0.8451
25136,0.8451
25137,0.9031
25138,0.699
25139,0.7782
25140,0.7782
25141,0.8451
25142,0.7782
25143,0.8451
25144,0.8451
25145,0.9031
25146,0.7782
25147,0.8451
25148,0.8451
25149,0.9031
25150,0.8451
25151,0.9031
25152,0.9031
25153,0.9542
25154,0.6021
25155,0.699
25156,0.699
25157,0.7782
25158,0.699
25159,0.7782
25160,0.7782
25161,0.8451
25162,0.699
25163,0.7782
25164,0.7782
25165,0.8451
25166,0.7782
25167,0.8451
25168,0.8451
25169,0.9031
25170,0.699
25171,0.7782
25172,0.7782
25173,0.8451
25174,0.7782
25175,0.8451
25176,0.8451
25177,0.9031
25178,0.7782
25179,0.8451
25180,0.8451
25181,0.9031
25182,0.8451
25183,0.9031
25184,0.9031
25185,0.9542
25186,0.699
25187,0.7782
25188,0.7782
25189,0.8451
25190,0.7782
25191,0.8451
25192,0.8451
25193,0.9031
25194,0.7782
25195,0.8451
25196,0.8451
25197,0.9031
25198,0.8451
25199,0.9031
25200,0.9031
25201,0.9542
25202,0.7782
25203,0.8451
25204,0.8451
25205,0.9031
25206,0.8451
25207,0.9031
25208,0.9031
25209,0.9542
25210,0.8451
25211,0.9031
25212,0.9031
25213,0.9542
25214,0.9031
25215,0.9542
25216,0.9542
25217,1.0
25218,0.6021
25219,0.699
25220,0.699
25221,0.7782
25222,0.699
25223,0.7782
25224,0.7782
25225,0.8451
25226,0.699
25227,0.7782
25228,0.7782
25229,0.8451
25230,0.7782
25231,0.8451
25232,0.8451
25233,0.9031
25234,0.699
25235,0.7782
25236,0.7782
25237,0.8451
25238,0.7782
25239,0.8451
25240,0.8451
25241,0.9031
25242,0.7782
25243,0.8451
25244,0.8451
25245,0.9031
25246,0.8451
25247,0.9031
25248,0.9031
25249,0.9542
25250,0.699
25251,0.7782
25252,0.7782
25253,0.8451
25254,0.7782
25255,0.8451
25256,0.8451
25257,0.9031
25258,0.7782
25259,0.8451
25260,0.8451
25261,0.9031
25262,0.8451
25263,0.9031
25264,0.9031
25265,0.9542
25266,0.7782
25267,0.8451
25268,0.8451
25269,0.9031
25270,0.8451
25271,0.9031
25272,0.9031
25273,0.9542
25274,0.8451
25275,0.9031
25276,0.9031
25277,0.9542
25278,0.9031
25279,0.9542
25280,0.9542
25281,1.0
25282,0.699
25283,0.7782
25284,0.7782
25285,0.8451
25286,0.7782
25287,0.8451
25288,0.8451
25289,0.9031
25290,0.7782
25291,0.8451
25292,0.8451
25293,0.9031
25294,0.8451
25295,0.9031
25296,0.9031
25297,0.9542
25298,0.7782
25299,0.8451
25300,0.8451
25301,0.9031
25302,0.8451
25303,0.9031
25304,0.9031
25305,0.9542
25306,0.8451
25307,0.9031
25308,0.9031
25309,0.9542
25310,0.9031
25311,0.9542
25312,0.9542
25313,1.0
25314,0.7782
25315,0.8451
25316,0.8451
25317,0.9031
25318,0.8451
25319,0.9031
25320,0.9031
25321,0.9542
25322,0.8451
25323,0.9031
25324,0.9031
25325,0.9542
25326,0.9031
25327,0.9542
25328,0.9542
25329,1.0
25330,0.8451
25331,0.9031
25332,0.9031
25333,0.9542
25334,0.9031
25335,0.9542
25336,0.9542
25337,1.0
25338,0.9031
25339,0.9542
25340,0.9542
25341,1.0
25342,0.9542
25343,1.0
25344,1.0
25345,1.0414
25346,0.6021
25347,0.699
25348,0.699
25349,0.7782
25350,0.699
25351,0.7782
25352,0.7782
25353,0.8451
25354,0.699
25355,0.7782
25356,0.7782
25357,0.8451
25358,0.7782
25359,0.8451
25360,0.8451
25361,0.9031
25362,0.699
25363,0.7782
25364,0.7782
25365,0.8451
25366,0.7782
25367,0.8451
25368,0.8451
25369,0.9031
25370,0.7782
25371,0.8451
25372,0.8451
25373,0.9031
25374,0.8451
25375,0.9031
25376,0.9031
25377,0.9542
25378,0.699
25379,0.7782
25380,0.7782
25381,0.8451
25382,0.7782
25383,0.8451
25384,0.8451
25385,0.9031
25386,0.7782
25387,0.8451
25388,0.8451
25389,0.9031
25390,0.8451
25391,0.9031
25392,0.9031
25393,0.9542
25394,0.7782
25395,0.8451
25396,0.8451
25397,0.9031
25398,0.8451
25399,0.9031
25400,0.9031
25401,0.9542
25402,0.8451
25403,0.9031
25404,0.9031
25405,0.9542
25406,0.9031
25407,0.9542
25408,0.9542
25409,1.0
25410,0.699
25411,0.7782
25412,0.7782
25413,0.8451
25414,0.7782
25415,0.8451
25416,0.8451
25417,0.9031
25418,0.7782
25419,0.8451
25420,0.8451
25421,0.9031
25422,0.8451
25423,0.9031
25424,0.9031
25425,0.9542
25426,0.7782
25427,0.8451
25428,0.8451
25429,0.9031
25430,0.8451
25431,0.9031
25432,0.9031
25433,0.9542
25434,0.8451
25435,0.9031
25436,0.9031
25437,0.9542
25438,0.9031
25439,0.9542
